plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
cof2,4,0.0651987913557054,0.0111853843963501,0.935366511867773,-0.00360181024305234,0.00269393698943338,0.0385401417812229,0.0021213321909339,0.0623567908863896,0.000468829081083995,0.941436325125342,0.970276416865494
cof2,4,0.0613227928110219,0.00699944065980109,0.941995794011388,-0.00273486672675527,0.00315370656978706,0.0415148112378058,0.00259468338669655,0.0729285367639785,0.00111077468330717,0.927524662931815,0.963080818484002
cof2,4,0.063638246325297,0.0104612460460514,0.938674348350744,0.000784781293363644,0.00287395907199691,0.0383433317902515,0.00234682547080078,0.0664173474391333,0.000962184828726441,0.930946311925157,0.964855591228634
cof2,4,0.0663244736277014,0.00950058801721857,0.932442956289919,-0.0051892215302869,0.00262823484925706,0.0394132035129979,0.002012226507685,0.0609556909393364,0.000434600316676755,0.944795670384469,0.972006003265653
cof2,4,0.0634334108744539,0.0092433258472368,0.938100018552179,-0.00140007619068369,0.00283834086271439,0.0401978402366066,0.00224363158712488,0.0656045708835696,0.000539552050397365,0.937308199042139,0.968146785896715
cof2,4,0.0658193621834147,0.00956416340305631,0.934992122521699,-0.00484969510277947,0.00283779420906337,0.0371790606718349,0.00234703556738022,0.065756080419749,0.000731868873523468,0.932390891696016,0.965603900000417
cof2,4,0.0692898498695612,0.00618341012232847,0.928246913174234,0.00261802006819775,0.00244145017833593,0.035502321436611,0.0019008384575308,0.0564788155047345,0.000385494345737861,0.952878407226305,0.976154909441275
cof2,4,0.0645724908773518,0.00676740417432819,0.939040773787513,-0.0045655459337107,0.00306631149656239,0.0388745444389463,0.00257124117564771,0.0710046080000621,0.00109600004791541,0.917305706107288,0.957760777077078
cof2,4,0.0653569965411509,0.00872639992559763,0.934821576629653,-0.00175830428800131,0.00283608279258655,0.0396526911902657,0.00225935962106563,0.0655610316254233,0.000522968541966662,0.937371320454917,0.968179384440155
cof2,4,0.0669075441674633,0.0153541274962056,0.932070097467801,-0.004526894498271,0.00250184351841939,0.0347693558513684,0.00200841333227942,0.0579906611689277,0.00050502297500277,0.945624740119547,0.972432383314926
