plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
sav0,4,0.0444418935372471,0.00295701506914986,0.770673019260402,-0.000102425118197414,0.00145085003056543,0.0233540225936869,0.00126834403229434,0.0480974834830734,0.000231200222669903,0.756049995823802,0.86951135462615
sav0,4,0.0458661271951587,0.00306451979474211,0.761572005341356,-0.000260622525988684,0.00136322739068782,0.0223291396068876,0.0011852317166676,0.0451933329792791,0.000193392903866364,0.773516458430789,0.87949784447194
sav0,4,0.0446043415734573,0.00374365177266983,0.776936769054475,0.00183324497194723,0.00143034394527968,0.0236307233476121,0.00124130313961376,0.0474529986966412,0.000210007257985994,0.739577972841098,0.859987193416914
sav0,4,0.0477299016674444,0.00379063879281271,0.743170283655685,0.00147650080456472,0.00124904396341886,0.0207183716190245,0.00108236375895724,0.041433583583993,0.000162949025888599,0.807269802434319,0.898481943298984
sav0,7,0.0456351283733692,0.00283040103597812,0.771203114713908,0.000441873921028441,0.00136851689085609,0.0226106375573922,0.00118651960130471,0.0453700864303319,0.000173557312968806,0.744110067984319,0.862618147261184
sav0,4,0.0458421287570523,0.00330500283063331,0.75987652792645,0.00180821634340107,0.00138432215182368,0.022126505293904,0.00121401943492922,0.0459275070143943,0.000206571617313406,0.768568588124635,0.876680436718326
sav0,4,0.0459300656654459,0.00301281912255826,0.762673103585256,0.00237802463404685,0.00139924869980702,0.0240092977003034,0.00119938464070448,0.0464476449407181,0.000186864212818482,0.758311931585012,0.870811076861688
sav0,4,0.0463984073761493,0.00259284536339853,0.755085427221736,0.000385009801673106,0.00133871270586901,0.0222417831061916,0.00115851323127506,0.0443815610426127,0.000172201470195152,0.782263728956763,0.884456742275598
sav0,4,0.0463282085781121,0.00277572031698902,0.761715856927736,0.000763907914367309,0.00134079651142097,0.0221797761774767,0.00116216991450018,0.044455535465891,0.000204145448797814,0.763554521233752,0.873816068308287
sav0,4,0.045663441211441,0.0030612341870996,0.762576938906028,0.000435344088606595,0.0013379745418137,0.0217930519359165,0.00116541599766027,0.0443575564092148,0.000196446165308813,0.781288287318563,0.883905134795903
