"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"2","gra1",5,25.2236863968757,0,100,3.51397714340477,13.1110730015662,6.85507535617117,37.0541454070182,13.8195907710638,22.2342355595571
