"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"2","sav5",5,0,51.9175636781345,77.0368927472366,12.4806628842008,30.2909222891828,24.4417760618934,100,31.1708297075101,47.2217642956743
