plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
mai4,4,0.0432167690647516,0.00448877284712792,0.968076598999103,-0.000535723004490593,0.00148249876338176,0.0237480661924242,0.00124283344495871,0.0435544558987516,0.000237373212218894,0.967206205267719,0.983466423050487
mai4,4,0.0442926526244233,0.00330489456422489,0.967250334091941,0.00282914497242201,0.00142421191858469,0.0238365460709816,0.0011744255853024,0.0419344207854998,0.000179724074017091,0.966977673038746,0.983350229083588
mai4,4,0.0428996302261628,0.00404816510989264,0.968110613283446,0.00101378603488853,0.00151964286635445,0.0245431813303082,0.0012698474717583,0.0446538478177817,0.000209065273665821,0.966054921115427,0.982880929266321
mai4,4,0.0453394359612571,0.00616299980899027,0.96384727410436,-0.000100563266144834,0.00134945270162234,0.023482311823015,0.00108723428072771,0.0396428128608434,0.000126351284561572,0.974529637836459,0.987182677034225
mai4,4,0.044062964313451,0.00329981800191218,0.967127365665942,-0.00048828047295634,0.00145476757484414,0.0238885996697918,0.00120638613052928,0.0427392950710949,0.00019900975357188,0.967636672873827,0.983685250918111
mai4,4,0.0436120710598473,0.00478567951197015,0.966824938839731,-0.000182730467947698,0.0015717498098144,0.0271277457163313,0.00127188686338155,0.0461734382780648,0.000170831186729373,0.965581046994508,0.982639835847554
mai4,4,0.0446182500624118,0.00519797216156996,0.966073252648467,0.00146885371990429,0.00143351934309912,0.0238557585383368,0.00118238621827264,0.0421379080214649,0.000148340681276628,0.968770010681492,0.984261149635345
mai4,4,0.0426672786162999,0.00329545013665381,0.96933681210689,0.00182904959264758,0.00159625622940844,0.0261478868021731,0.00132652183619371,0.0469286556508692,0.00025804698083851,0.959240307873801,0.979408141621153
mai4,4,0.0447870773734671,0.00323189262878749,0.965060912554183,-0.00170616144529315,0.00136200437098174,0.0231078047524748,0.00111341425452023,0.0400477743982135,0.000131962486657826,0.973261290377135,0.986540060198842
mai4,4,0.0442603439514432,0.00289827670846141,0.966377202453485,-0.000684581845995564,0.00141826358237746,0.023911268273468,0.00116168050807385,0.0416697568230914,0.000143085096243788,0.969930750231005,0.984850623308431
