plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
sav5,4,0.0445219192104292,0.00324436887140789,0.853368608064643,-0.000881308930081146,0.00140149475678936,0.0249683688102754,0.00113752299278031,0.042725951627242,0.000149446485401808,0.868566646239202,0.931969230307097
sav5,4,0.0449663789369193,0.00345139988312133,0.852174285713329,-0.0039210340484939,0.00138327210100395,0.0245164145652295,0.00113269602708805,0.0423433802658785,0.000142899352418122,0.869631605341207,0.932540404133358
sav5,4,0.0440620702237171,0.00300706828606321,0.856040659195486,0.0025243350864764,0.00146455425316976,0.0268579729201503,0.00117273082461867,0.044710202054034,0.000153357536778942,0.858889682719642,0.926763013245372
sav5,4,0.0438550864502275,0.00406716860188705,0.857639535804561,-0.00224488651962242,0.00146377719447232,0.0256505278294689,0.00119993088771368,0.0446716407759348,0.000195932681742846,0.856975924532707,0.925729941469275
sav5,4,0.0458743881296187,0.00261208090779847,0.844234860418122,-0.000290551447381585,0.00140372495442056,0.0259144705008493,0.00111698255702817,0.0427858231394758,0.000126560411963315,0.865401679822946,0.930269681233859
sav5,4,0.0436942997431661,0.00435528976874448,0.859429126760491,0.000572420829469528,0.00149363768421376,0.0268453421268099,0.00120646406761705,0.0455289303252176,0.000172201365002203,0.848677417131061,0.921236895228942
sav5,4,0.0437923930477184,0.00494118679259753,0.860617546544693,-4.20108036418892e-05,0.00147336759609651,0.0264213891988432,0.00119137389990036,0.0449075292232349,0.000170229880820529,0.843573551020619,0.918462601862818
sav5,4,0.0448739048221224,0.00251539238292694,0.854476005836092,0.000914388574860025,0.00141524103844816,0.0259571190941675,0.00113072600239461,0.0431455315460734,0.000139796630882519,0.859044822253953,0.926846709145559
sav5,4,0.0445024440903991,0.00460704766309337,0.855101764784299,-0.00135863228885779,0.00139641349223857,0.0260085680520196,0.00110626116864601,0.0425836659702934,0.000126518125571497,0.867623372203543,0.931463027824263
sav5,4,0.0446297079581371,0.00276545090974453,0.851619596610972,-0.00150917783548203,0.00140618743664721,0.0257434918941835,0.00112536111617062,0.0428864540866654,0.000136115773354921,0.870131671291995,0.932808485859769
