plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
fed1,4,0.0661196306890242,0.00886494843948563,0.860011837635161,-8.46454833682589e-05,0.00192724449569377,0.029036338656756,0.00178613554159501,0.0773063371326349,0.000865423951644775,0.813332170315312,0.901849305768603
fed1,4,0.0714520482823188,0.0092433626218882,0.840073454564036,0.00136911823126626,0.00156986812554252,0.0261488566344068,0.00142852709077786,0.0629859694588133,0.000457163194723954,0.863488563409919,0.929240853282893
fed1,4,0.0720190694040383,0.00525760642894412,0.841892397573174,5.86306410845849e-06,0.00158588151763954,0.0261353275414429,0.00144585564722514,0.0636134224582561,0.000554585358956323,0.856098267342739,0.925255784819927
fed1,4,0.0685245465600562,0.0082844823754007,0.848964559503252,-0.00184923989780374,0.00181002234890778,0.027441633859341,0.00167639101042906,0.0726277823012966,0.000819880065149124,0.837071939701916,0.914916356669786
fed1,4,0.0682683576189953,0.00611604873987191,0.851157434349193,-0.000485711030288369,0.00194123103267963,0.0288380781320698,0.00180323603211827,0.0778688383892208,0.000778910980646186,0.811826513316674,0.901014158222097
fed1,4,0.0707766669168375,0.00707381246582073,0.837310935651974,0.000580201227213106,0.00162263505235307,0.0263012639673338,0.00148432620451794,0.0650902784990351,0.000605788574848366,0.873532838530644,0.9346297868839
fed1,4,0.0691774115859459,0.00893441095774716,0.846386890420927,-0.00121218996681475,0.00165826962824404,0.0267544243786093,0.00151851878207668,0.0665281232554012,0.000618698093547709,0.863467755055697,0.929229656788728
fed1,4,0.0699757401104257,0.00828465954284051,0.84224458743198,0.00278920477176364,0.00179344972640384,0.0289718997158812,0.00164305342658102,0.0719935198081737,0.000684337882115564,0.841251737142401,0.917197763376253
fed1,4,0.0713886702691547,0.00628754961628358,0.838826785584507,-0.00306812532377907,0.00159834919323003,0.025168028674052,0.00147203651724862,0.064186899784087,0.000572546397074637,0.87058831684465,0.933053222943177
fed1,4,0.0691646581752353,0.00555499853099067,0.846753071788104,0.00126926736251514,0.00172810832947299,0.0271481166836808,0.00159037687665816,0.0693300923312046,0.000639906393254201,0.846514647112468,0.920062306103488
