"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"1","sav0",2,0,20.1086552317363,100,54.9863322331978,29.6134304846077,50.331172851584,57.8529172035217,31.587225989401,25.6529967829804
