"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"2","hel1",5,30.6393495785807,15.1077065319542,100,26.4577515026042,0,21.7819679531223,14.315728777272,5.1405354854072,9.98863500013017
