plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq,cor
sav5,7,0.0490684278807407,0.0100568939725398,0.591269500452891,-0.000968672508925716,0.00130400642513191,0.0188779876663422,0.0011636150216782,0.0417801667647615,0.00021891200766083,0.789506361315825,0.888541704882683
sav5,7,0.048937083884594,0.00995108918337545,0.572146236457583,-0.00340406268836659,0.00233618557867561,0.0218928279315622,0.00223649436448296,0.0749082942023546,0.00280209499752209,0.402136059557451,0.634141986906285
sav5,4,0.0494805512357325,0.0169504133946513,0.586486948984906,-0.00272421564335964,0.00178423087530295,0.020657199341602,0.00166577512933875,0.0572160086206809,0.000815129185384737,0.749041762498188,0.865471988280492
sav5,7,0.0474155310674545,0.00962086392340904,0.61011931368409,0.00109131589929051,0.00148724307673452,0.021145525571475,0.00133313554059043,0.0476507306438051,0.000434968664091185,0.705382393288385,0.839870462207348
sav5,7,0.0484937413372896,0.00845537807112229,0.639757623101838,1.58543144618574e-05,0.0012317038345436,0.0184187318588585,0.00108923912354547,0.0394529978598009,0.000186141748840572,0.565139885644905,0.751757863706729
sav5,4,0.0499888707619514,0.00998374038924132,0.590295719051153,0.00162765696437065,0.00120565099130884,0.0184831261603268,0.00105981492716288,0.038652775219531,0.000145537703203468,0.771806323571336,0.878525084201547
sav5,7,0.0478166370315466,0.00665931169202271,0.610538207355712,0.0010235660963508,0.00141139720391415,0.0207964969629528,0.0012536063231487,0.0452203808975324,0.000362228521111236,0.750894867335474,0.8665419016617
sav5,4,0.0494787661585331,0.0190616153375794,0.617661284053223,0.00113988449525163,0.00150593935423314,0.0204309048616644,0.00136465226976574,0.0482505633344831,0.000501122728184229,0.496912074892361,0.70491990672158
sav5,4,0.0518568985826581,0.0249860667133016,0.50343124377264,-0.000632916293919236,0.00252675484295398,0.0222697838891607,0.00242930133104566,0.0809375522262235,0.00325784358049863,0.495387008210359,0.703837344995532
sav5,2,0.0497046331047021,0.0248968213917065,0.508778244716335,-0.00781486715616561,0.00251081142785916,0.0234356503108305,0.0024142052385512,0.0808031849596267,0.00261813264308721,0.704742372014603,0.839489351936404
