"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"1","sav5",2,8.57389913160128,13.0798708583349,74.185844425529,0,73.6930597139678,64.0227210352708,50.8725775491449,9.84675154682121,100
