"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"3","gra2",9,2.21058194630451,2.02190133301287,100,1.14658275781893,2.20547895924142,25.7813744372348,3.77132011734188,0,2.80814397611087
