tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
1.7705370022647,1.39169809193463,100,1.00818353119673,2.66451852566031,6.08513409831905,6.06848086396105,1.8410681733756,5.53739397685768
