tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
19.6843013671592,29.0546017695286,81.8921686088046,36.2581790875125,20.161820293397,36.9510047077893,34.6480868233395,90.611967235315,0
