plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
cof2,5,0.0593442388123787,0.00740621948610655,0.933301397877291,0.00170630076470795,0.00248921065742643,0.0321912469914389,0.00205156756291162,0.0567883764934622,0.000565773051596248,0.937762562939096
cof2,2,0.0594311778495683,0.00592051662291451,0.934264602354306,0.00394316091401797,0.00257382387370428,0.0367312857096498,0.00201491420946973,0.0588245235516267,0.000426515333613535,0.932637345085925
cof2,2,0.0584990465805889,0.00742532135334209,0.934689118061609,0.00521770037247198,0.00267411254237037,0.0363165774768058,0.00216030050436569,0.0612019681022875,0.000493756296892762,0.932741912091191
cof2,5,0.0617730577561287,0.0110371953517532,0.928343488892045,-0.00392292879438727,0.00245099280095251,0.0337295553284421,0.00196191460501761,0.0560287385159862,0.000402059940374025,0.938372191195704
cof2,2,0.0585261401863189,0.00493880922541247,0.935670496612631,-0.00295193626973556,0.00283073211843629,0.0371500884958808,0.00231855720313515,0.06461808552906,0.000640195175405176,0.924901192984835
cof2,5,0.0585208679627426,0.00689379756446762,0.936003512533949,-0.00456153115877236,0.00265232126414314,0.0335303834034632,0.00221646858816462,0.0606540004648489,0.000605548671820091,0.927285197233101
cof2,5,0.0568284579393711,0.00625306518393472,0.939147404783155,6.40236698684325e-05,0.00263799022554946,0.0340021030568918,0.00217615449040979,0.0601554666067802,0.00057783633967845,0.929359981522428
cof2,5,0.057575606985527,0.0088049053464768,0.936045915320532,-0.000863748302241339,0.00253086982160619,0.0342752133226126,0.00203654726703718,0.057719174709679,0.000531953104015803,0.940662939861479
cof2,2,0.0597326757431064,0.00876000253704089,0.933879726574887,-0.000962114111653378,0.00251496582750096,0.0346407624146295,0.00200478795249109,0.0573581143569293,0.000392871792549897,0.937569859612999
cof2,2,0.0604505604049562,0.00375219611779369,0.929910719924424,-0.00271562588355445,0.00237824808293863,0.0336192237576915,0.00186994223931278,0.0543003487541295,0.000419016163134683,0.947916777569915
