plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
mai0,9,0.0577648165339017,0.0135560745821495,0.908900287414351,-0.00469364390078151,0.00591118453258967,0.0338441275423523,0.00495381671264103,0.061609880469992,0.000994943433975802,0.910818208269315
mai0,9,0.0628110460220675,0.0171076356014763,0.892233927953923,0.00386588308819967,0.00382518907987035,0.0247980156303092,0.00301273100313115,0.0399400647683706,0.000328872933093463,0.96438453483865
mai0,5,0.0574600266580187,0.0122913975850373,0.906306449782447,-0.013870363732343,0.00544817306008897,0.0292365686738508,0.00485276718410348,0.0582932815758115,0.0010707847676762,0.925776711635474
mai0,9,0.060435312778233,0.0176496363145604,0.896130760630376,-0.00763509864812385,0.00468419796754322,0.0251738919591282,0.0040759850430697,0.0492747346626369,0.000822857459989333,0.9371534763456
mai0,9,0.0580582123729098,0.0223827795829851,0.888782042153904,-0.00221513674093493,0.00617734961714164,0.0332976143633804,0.00528574053474328,0.0642351060274694,0.00144600564571781,0.904813498213116
mai0,5,0.0601014126795311,0.0183922957850849,0.904513016841837,0.00326843252754718,0.00614634158472097,0.0351536063783312,0.00514140618501009,0.0639582227536282,0.00130966231476106,0.878165005144639
mai0,9,0.0597228170931114,0.0115788327731642,0.908629694227813,0.00258364325760886,0.00439237152761226,0.0262108643391098,0.00360465489670659,0.0457199234167458,0.0005394670665116,0.945212504498719
mai0,9,0.0585160423821973,0.0168101222760521,0.906337556919976,0.0120099534367265,0.00467312935748568,0.0290948050216009,0.00391607584837118,0.050027571244926,0.00057199222518332,0.938578313831829
mai0,5,0.0596626306480789,0.00801599940433172,0.904843880486137,-0.00442788285762821,0.00537922685083774,0.0313318948958789,0.00447525636780034,0.0560776510740281,0.0009632948132039,0.922690031856715
mai0,9,0.0577857276508484,0.013279182049956,0.904676830432559,0.00232640332993537,0.00589208223286505,0.0356262713217805,0.00479735393149526,0.0612764923983797,0.000866697205423422,0.915546392051383
