tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
1.31165326995978,9.22781859106939,100,6.39782915893235,5.89877199787639,19.574177443362,7.6154526580963,28.4291392618379,2.73987110064823
