tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
6.91459935051528,5.09021120530929,100,29.6016083874231,3.61057710608592,7.4693209764621,38.3095947798265,11.3422930922115,1.76577338884175
