tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
9.38529100403066,12.6156603601648,100,9.45224218714327,22.028804552921,6.38881129466754,13.0866125917329,0.356628314434234,16.0689880143246
