tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
3.18003695698497,4.11854452070644,100,1.91328976789342,1.92923967401943,33.487509573077,4.81239734786027,0,2.38123136357686
