tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
4.35399154410252,11.322051266313,100,5.04135828682457,8.18112223539407,10.7888186159551,2.08250528550779,1.56335682999113,6.8879194379087
