tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
28.2440219618484,23.2158830783169,68.4608821065939,25.1874430522787,100,31.5708097943755,53.6526038986536,2.70985331047223,30.4312188199311
