tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
10.6453583908956,5.97353182171715,100,12.1515413390773,31.7435567137153,41.3218811840895,16.7660111097387,9.33043231225333,58.4831016805226
