plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
mai0,5,0.0418387643807018,0.00504253472331535,0.956966524708638,-0.00142753743099464,0.00144447102694357,0.0199562289574807,0.00124483825371592,0.0392666820001931,0.000180789650084139,0.965140027106366
mai0,9,0.039525940346623,0.00275269999880394,0.961792339087392,0.00448209345533427,0.00163117641536449,0.0209490384904528,0.00144682180597395,0.0445388897178282,0.000326621912410267,0.955935948519257
mai0,5,0.0415532297774717,0.00544035824258482,0.957254131163569,0.00047410214428478,0.0014262037908004,0.0202918222996371,0.00121508192438989,0.0387473744333545,0.000144263005011277,0.965739665967662
mai0,9,0.0401068759737445,0.00385128401627566,0.960939775886025,-0.00205782176100825,0.00153509890706704,0.0204392472082121,0.00134022100620883,0.0417534762313889,0.000227148407350916,0.958643907100223
mai0,5,0.0419029277926002,0.0027181166830175,0.95862300732281,0.00260031273718023,0.00148595939417166,0.0213847213116158,0.00126395457822244,0.040451467381578,0.000184000329393401,0.959055420528708
mai0,9,0.0400958889804089,0.00391970861296494,0.960811725152428,0.00104340065362411,0.0014837577092167,0.0208220008641187,0.0012710382555867,0.0403214948432353,0.000164480990624088,0.961879361373423
mai0,9,0.0402577530964611,0.00297405804039284,0.960830881228415,0.00154507515488574,0.00151732515927908,0.0212238971087552,0.0013019751881955,0.0412488385145865,0.000172064058855871,0.960674264357204
mai0,9,0.040987089264986,0.00624008382004806,0.959119393026328,-0.00242965032111182,0.0015307058668587,0.0214969583521277,0.00131334746546731,0.0416543132628493,0.00017120521869763,0.959239723751576
mai0,5,0.0420284612503639,0.00397273427079,0.957834603586348,-0.00104530868019357,0.00143722696160728,0.0200321033469614,0.00123424271793571,0.0390579213290341,0.000163473280411465,0.96253925027278
mai0,5,0.0406507840872025,0.00296323273242133,0.960301132478489,-0.000960882776795156,0.00155357698571695,0.0217154034040287,0.00133262299229329,0.0422156507259591,0.000199461611110474,0.956891678969367
