plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
fer0,4,0.0378658197113105,0.0094249538671779,0.94438656687889,-0.00105413528917209,0.00113004066398089,0.0130069871375635,0.00108027686770402,0.0441854594617555,0.000700822025157892,0.932653446790412
fer0,4,0.0397196099127899,0.0100722817755577,0.938237369052823,-0.00102311963416286,0.00101200794549589,0.012885421169558,0.000957175060709521,0.0395722551631184,0.000370757883232585,0.943493747430435
fer0,4,0.0383566439812781,0.00877762819949058,0.943723898467573,0.000623151556676508,0.000998995835685376,0.0136689374733982,0.000935932382503756,0.0390553598430451,0.000300325127097105,0.942682873915515
fer0,4,0.0381843429084382,0.0101218569180532,0.944925962847995,0.00130208633093481,0.00101320905274832,0.0131282428602578,0.000956507792969032,0.0396273756138094,0.000345461995192062,0.939181876871667
fer0,4,0.0381995015557074,0.00883908406605062,0.944267444110021,0.000313775888379429,0.001034554946716,0.0135433918838963,0.000974847084433267,0.0404415982897268,0.000489509619479869,0.940104436459564
fer0,4,0.0400074857503869,0.00865830482240152,0.938388416334731,-0.000957515338378858,0.00101249110960646,0.0129225731103432,0.000957313807473367,0.0395894945293359,0.000349360832780015,0.946296625768448
fer0,7,0.0400270270124302,0.0094300697807259,0.939041109648043,-0.000384647918030189,0.000955136926188535,0.0129604403749738,0.000895797629414968,0.0373379404762997,0.000273220488184002,0.947642093245949
fer0,4,0.0400702000240416,0.0105229926370488,0.936892511565438,-0.000771999127970339,0.000940682277092102,0.0125403463203464,0.000884507858759331,0.0367790352022256,0.000392443413037077,0.951906734306796
fer0,4,0.0373873483084538,0.00872664333411205,0.945489776736445,-0.00232663235173503,0.00128694904780608,0.0141974620256582,0.00123606810104672,0.0503601494777348,0.000791251054622478,0.909061235100464
fer0,4,0.0382348886756509,0.00858680006289364,0.942495805952273,-0.000394362639758768,0.00106395221106919,0.0129301573805896,0.00101127603732737,0.041591379198801,0.000495285926324198,0.940614441306705
