tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
16.3116752237737,14.8990537115216,100,22.7529737718024,0.825729215044712,3.35869546383147,11.4803540835618,3.2488399427228,2.48840809877433
