tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
38.3918800030683,48.3461676542825,100,40.5827550998135,48.5358475284708,69.2260077674914,72.4526092612247,0,36.7166073833233
