plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
sav5,2,0.0859230483047763,0.0597202883744715,0.542545023939345,-0.00782476657706093,0.00786484761146135,0.0352450482590886,0.00722871441259277,0.0875756462152643,0.00415764772097471,0.45259285706612
sav5,2,0.0805787427007803,0.0498834738385466,0.595646431943992,3.43656166115698e-05,0.00775304991920676,0.0314387671356421,0.00721623531847134,0.0859854900323896,0.00549951854685201,0.412445362691045
sav5,2,0.092406763715237,0.0512267359694791,0.464883246730618,0.00393945635987368,0.0043594645914739,0.0287653704237071,0.00352191669717805,0.0485090289936013,0.000545972330080598,0.690478624810394
sav5,2,0.0928225476643203,0.0440368965700658,0.572967196215187,0.00805856032386073,0.00446067024193459,0.0245008311678614,0.00394273220903177,0.0501232741587064,0.000879139157765969,0.576511508265498
sav5,2,0.0611630283726665,0.0506587501996371,0.527094616810427,-0.0215461332351937,0.0122305951232562,0.0454324001962792,0.0116867620507113,0.137344432274767,0.00879593908231271,0.659489585532503
sav5,2,0.0729997309419191,0.0494470375426739,0.474947341053656,-0.013932580911845,0.0109876099283474,0.0373187845302099,0.0105348498240837,0.122652387498898,0.00935807106445559,0.660724215631454
sav5,2,0.0699346035326501,0.0548159512508951,0.490062347277699,-0.0148759433563748,0.0110373555225041,0.0390066143326506,0.0105476207818715,0.123310783685575,0.00957782018668559,0.678895270188022
sav5,2,0.0731846128880628,0.0633844273562242,0.56341530893307,0.00410507977043865,0.00811175847986828,0.0380124994666325,0.00736139044252288,0.0900573630144399,0.00466150073574883,0.440646595987105
sav5,2,0.0788658525288531,0.0455556051571948,0.458175428162153,-0.0160349136478068,0.0121100439491274,0.0461917691052227,0.0114628343059112,0.135260702656084,0.0110717924328738,0.297896100419398
sav5,2,0.0907314099187824,0.0465961086980616,0.424876240049885,-0.00443918570331358,0.00688149166974323,0.0315268074482481,0.00627967613265742,0.0764484300989902,0.00356063166316266,0.488013363233298
