tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
64.9101567564161,54.0203633762808,100,35.2189295756282,65.6892255081934,57.8809419926267,69.5694534289063,0,39.203710976014
