"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"2","sav0",5,0,1.51421974661175,100,3.80354045354632,7.57452950997425,54.9482005226747,71.2657113000946,33.1004721122562,71.4764665529993
