tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
33.73851485072,43.8703991225521,100,37.1892550210868,44.0604817137411,58.0447748243647,44.6666176410417,0,76.0727488181334
