tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
10.242468481168,2.9390607665619,100,24.8417695000053,10.4018033704366,16.0895776888039,48.0395892506701,19.2428685984391,7.3801288096022
