"","plot","mtry","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","hour","vpd"
"2","gra1",5,7.38582965749235,13.9681039239083,100,15.5966666521878,4.91911232533211,14.3842901478699,56.5530200077199,14.1829567124892,0
