tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
18.1718203011358,24.9369820726271,100,26.0251111866358,14.4762029802728,43.5133845216182,9.6212507395722,1.18512395400976,14.2349845332262
