tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
8.82996999275963,0.12542493313618,99.9136692433717,6.60044696943061,11.8827022892008,56.9439257229092,70.0750865805722,17.1663093609744,83.3679889412464
