tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
56.4757965173607,21.8400528323734,91.8240685425053,84.7276164661839,26.4870183397968,60.8191334831841,11.522723593223,5.57470557453908,15.3607223723382
