tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
9.19767173152677,4.08784350304107,64.8448130197184,4.33064327998532,100,32.9084518792382,35.8564941620008,3.65021137992393,3.80009119057288
