plot,mtry,rmse_trn,rmse_trns_se,rsq_trn,ME,ME.se,MAE,MAE.se,RMSE,RMSE.se,Rsq
mai4,9,0.0602047650414561,0.0124698149200902,0.925092242861897,-0.00256391911304548,0.00722830609498883,0.0385569689509017,0.00601337951607468,0.0693788678884333,0.00138075710305603,0.898775604245908
mai4,5,0.065879739653676,0.0187261933712626,0.894279746508887,0.00165529335210788,0.00606581773997561,0.0351813966973887,0.00483428724246642,0.0582048221602385,0.0010027624528186,0.933349632678904
mai4,5,0.0643834393611448,0.021668174280275,0.905955663536168,-0.00367597623314556,0.00632039376372286,0.0340794415571485,0.00524120710731438,0.0607344343473229,0.00133727347710895,0.921463563793844
mai4,9,0.063384041684963,0.015992678937302,0.91799809736807,0.00676981086078406,0.00571725088686009,0.0340155449166525,0.00453964798460263,0.0552542346593871,0.000919621967673935,0.919867912926149
mai4,5,0.0625557631544349,0.0259702456263654,0.904323512014526,-0.00320877201740898,0.00583084649346157,0.0350708498748363,0.00455428444160623,0.0560194888788581,0.000732175753064608,0.938242382469612
mai4,5,0.0615668625783814,0.0156660955051069,0.915078626365475,-0.00875615040962614,0.0057827286932484,0.0358797833390225,0.0045033644697904,0.0561528777076481,0.000648699100448847,0.941416312746274
mai4,5,0.0634162417902803,0.0222118756177059,0.912441933995851,-0.0121599781959379,0.00527811411054904,0.0347705947687318,0.00404035587789023,0.0520657854796368,0.000641235065516281,0.934446641241768
mai4,2,0.0651022844951147,0.0170699790399108,0.915905031688144,-0.0112937478949763,0.006811874661703,0.0396473173038629,0.00554094396441384,0.0663061029690059,0.00113035173284551,0.894814596791737
mai4,9,0.0626802342599523,0.0137084762845755,0.910502539574145,-0.0144043403453376,0.00728558162064927,0.0412545956221199,0.0060692343542844,0.0713499641169456,0.00141502879627007,0.90235742058505
mai4,5,0.0672012361365313,0.0164346421451466,0.903698525376986,0.00823453477555898,0.00576214265061999,0.0331277597570689,0.00469153908375916,0.0558786010219523,0.000854428160398102,0.924740866875678
