tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
18.1063740191517,29.1614961077393,77.3826963591579,13.0439450423158,88.242387361731,39.1021605187352,11.4091856796259,20.1699356122105,96.4669108027974
