tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
8.62329048977218,9.06609601879846,100,6.92518565874566,8.35547579607458,37.744383412932,9.70400778883764,0,5.09191534535217
