tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
9.24897329896321,16.5888209451847,100,34.5228152866003,34.5592267062891,20.5219470563621,21.2935079670752,0.728909903549504,20.8774716152513
