tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
35.2565328100126,48.1780722843991,70.7243923201048,32.6681808599621,60.8789118862743,53.4711548082305,100,0,46.9713896905255
