tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,hour,vpd
22.0235032103213,3.84228001742319,100,14.1620769764339,12.7168668570279,16.3221905410458,47.9945236595451,4.06978430987915,13.7196782690765
