tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
16.7241242313327,21.2673252076706,100,18.4881985584637,16.6750104225719,23.6044483590429,27.6231646268064,0,18.9974527876085
