tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
18.9460992325067,19.1882759418654,100,16.2288647337747,32.6875571432952,21.1380659862079,25.2276968318374,0,20.0811943167808
