tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
7.24162983344857,21.951007096168,100,27.5084709431505,43.7517146885597,20.3365665080934,1.61071998215474,82.0013637475827,8.46528254449909
