tempUp,tempLw,dwnRad,upwRad,humidity,soilHeatFlux,pressure,precipRate,hour
44.5922051459764,55.0096946348287,100,70.5758052590121,70.997235825323,70.3506068038103,84.4303012632106,0,67.9237202406591
