"datetime","tempUp","tempLw","dwnRad","upwRad","humidity","soilHeatFlux","pressure","precipRate","waterET"
2014-05-17 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 08:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 09:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 10:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 11:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 13:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-17 15:00:00,26.49,26.93,877.11,522.87,64.71,8.43,906.3,0,0.44
2014-05-17 16:00:00,26.2,25.45,750.2,492.27,64.58,-2.29,906.24,0,0.39
2014-05-17 17:00:00,24.91,23.36,514.87,446.68,69.02,-15.52,906.35,0,0.15
2014-05-17 18:00:00,21.39,20.32,369.05,419.59,86.25,-24.39,906.69,0,0
2014-05-17 19:00:00,19.6,18.52,358.59,411.07,91.57,-28.27,907.23,0,0
2014-05-17 20:00:00,19.5,18.16,364.15,408.8,90.7,-26.83,908.17,0,0.01
2014-05-17 21:00:00,20.48,19.05,375.57,410.53,83.85,-22.74,908.86,0,0.05
2014-05-17 22:00:00,21.16,19.99,407.47,414.69,79.15,-15.72,909.12,0,0.1
2014-05-17 23:00:00,20.86,20.05,408.01,416.42,82.55,-13.56,909.22,0,0.06
2014-05-18 00:00:00,20.45,19.81,407.73,414.91,85.07,-12.51,909.17,0,0.03
2014-05-18 01:00:00,20.03,19.52,404.56,413.12,89.85,-11.99,908.83,0,0.05
2014-05-18 02:00:00,19.52,19.14,401.81,409.94,94.58,-12,908.48,0,0.02
2014-05-18 03:00:00,19.32,19,401.74,410.36,96.7,-11.54,908.53,0,0.08
2014-05-18 04:00:00,19.14,18.75,399.96,409.94,97,-12.14,908.68,0,0.01
2014-05-18 05:00:00,19.05,18.63,400.75,409.04,96.7,-12.39,909.01,0,0
2014-05-18 06:00:00,18.94,18.52,401.63,409.78,96,-12.48,909.6,0,0.01
2014-05-18 07:00:00,19.36,18.98,460.16,422.13,94.22,-7.22,910.05,0,0.12
2014-05-18 08:00:00,20.28,20.15,539.7,439.89,90.03,1.96,910.84,0,0.16
2014-05-18 09:00:00,21.43,21.77,646.46,464.5,84.65,20.17,911.29,0,0.17
2014-05-18 10:00:00,22.66,23.57,772.18,500.26,80.53,34.05,910.88,0,0.23
2014-05-18 11:00:00,25.07,27.18,1329.09,616.69,72.85,90.19,910.39,0,0.6
2014-05-18 12:00:00,25.75,27.5,1260.36,604.04,68.18,79.51,909.68,0,0.57
2014-05-18 13:00:00,26.65,28.48,1245.53,603.8,65.7,40.37,908.94,0,0.62
2014-05-18 14:00:00,27.09,28.82,1150.67,587.73,64.87,25.5,908.35,0,0.58
2014-05-18 15:00:00,26.95,28.23,930.8,539.41,64.27,10.65,907.74,0,0.43
2014-05-18 16:00:00,25.22,24.92,593.95,471.19,69.53,-8,907.79,0,0.27
2014-05-18 17:00:00,23.32,22.96,443.97,437.22,74.75,-16.14,908.36,0,0.08
2014-05-18 18:00:00,21.2,20.86,404.2,422.58,81.7,-25.74,909.09,0,0.03
2014-05-18 19:00:00,20.41,19.97,405.02,418.33,87.87,-24.61,909.77,0,0.1
2014-05-18 20:00:00,20.03,19.47,395.93,411.08,93.05,-21.37,910.55,0,0.01
2014-05-18 21:00:00,20.15,19.58,402.67,416.82,90.83,-18.96,911.12,0,0
2014-05-18 22:00:00,19.92,19.41,400.23,415.45,92.27,-17.73,911.44,0,0
2014-05-18 23:00:00,19.65,19.2,397.53,410.27,92.85,-17.43,911.14,0,0
2014-05-19 00:00:00,19.42,19.06,398.57,410.23,94.2,-16.33,910.64,0,0
2014-05-19 01:00:00,19.26,18.9,398.21,411.34,95.18,-15.51,910.13,0,0
2014-05-19 02:00:00,19.33,18.9,398.47,408.59,92.37,-14.94,909.72,0,0
2014-05-19 03:00:00,19.12,18.71,397.07,408.33,94.33,-14.96,909.4,0,0
2014-05-19 04:00:00,19.09,18.68,399.33,408.49,94.68,-14.26,909.46,0,0
2014-05-19 05:00:00,19.08,18.62,397.66,408.31,92.9,-13.86,909.85,0,0
2014-05-19 06:00:00,18.9,18.35,399.36,408.3,89.93,-14.78,910.24,0,0.01
2014-05-19 07:00:00,19.04,18.57,429.69,412.31,87.12,-11.76,910.78,0,0.09
2014-05-19 08:00:00,18.85,18.6,454.01,416.78,90.04,-7.73,911.42,0,0.26
2014-05-19 09:00:00,19.5,19.53,632.21,451.92,90.4,9.23,911.67,0,0.28
2014-05-19 10:00:00,21.52,22.27,843.27,503.49,80.87,38.49,911.32,0,0.29
2014-05-19 11:00:00,22.3,23.23,771.29,490.4,78.75,34.34,910.73,0,0.25
2014-05-19 12:00:00,22.58,23.32,706.39,482.68,80.27,23.02,910.07,0,0.21
2014-05-19 13:00:00,21.05,21.68,643.29,468.58,90.33,10.47,909.54,0.1,0.19
2014-05-19 14:00:00,21.3,22.12,672.57,475.57,89.55,17.73,908.97,0,0.21
2014-05-19 15:00:00,20.01,20.42,543.58,444.15,91.62,0.5,908.8,0,0.18
2014-05-19 16:00:00,19.72,19.63,463.55,427.29,92.28,-9.74,908.92,0,0.11
2014-05-19 17:00:00,19.66,19.34,428.83,420.1,90.91,-15.61,909.19,0,0.04
2014-05-19 18:00:00,19.23,18.87,399.78,411.24,88.72,-19.94,909.45,0,0
2014-05-19 19:00:00,19.07,18.62,395.68,411.35,90.7,-19.02,909.56,0,0
2014-05-19 20:00:00,18.82,18.35,398.64,411.7,93.28,-17.92,909.72,0,0
2014-05-19 21:00:00,18.84,18.16,392.07,410.26,92.87,-17.31,910.16,0,0
2014-05-19 22:00:00,18.47,17.71,379.85,405.87,92.5,-19.66,910.54,0,0
2014-05-19 23:00:00,17.56,16.78,365.05,400.29,95.37,-22.87,910.52,0,0
2014-05-20 00:00:00,17.31,16.79,387.68,400.36,98.69,-20.39,910.4,0,0
2014-05-20 01:00:00,18.27,17.79,398.2,405.16,98.15,-13.63,910.11,0,0
2014-05-20 02:00:00,18.49,17.99,396.03,405.3,97.6,-12.04,909.68,0,0
2014-05-20 03:00:00,18.5,17.95,396.16,405.37,97.07,-12,909.62,0,0
2014-05-20 04:00:00,18.45,17.9,395.88,405.58,95.07,-12,909.78,0,0
2014-05-20 05:00:00,18.36,17.76,394.21,403.17,93.52,-12.67,910.29,0,0
2014-05-20 06:00:00,18.21,17.71,398.09,404.2,95.1,-11.96,910.62,0,0.06
2014-05-20 07:00:00,18.73,18.38,427.14,413.42,92.13,-7.26,910.92,0,0.04
2014-05-20 08:00:00,18.66,18.36,422.13,412,93.18,-7.14,911.43,0,0.1
2014-05-20 09:00:00,18.58,18.31,455.56,418.8,95.72,-4.97,911.56,0,0.14
2014-05-20 10:00:00,19.61,19.61,601.55,447.76,89.82,9.69,911.39,0,0.2
2014-05-20 11:00:00,21.44,21.9,874.94,509.9,80.27,33.84,910.93,0,0.35
2014-05-20 12:00:00,23.05,24.06,999.61,540.65,71.27,54.23,909.76,0,0.41
2014-05-20 13:00:00,24.39,25.86,1055.75,553.93,65.35,37.58,908.57,0,0.47
2014-05-20 14:00:00,24.43,25.55,846.32,515.3,66.83,17.73,907.77,0,0.35
2014-05-20 15:00:00,24.15,24.38,781.51,497.52,65.33,3.79,907.25,0,0.37
2014-05-20 16:00:00,24.18,23.37,649.79,468.06,66.78,-4.68,907.13,0,0.31
2014-05-20 17:00:00,22.05,21.14,439.88,428.19,78.87,-15.37,907.24,0,0.07
2014-05-20 18:00:00,19.68,18.78,377.99,411.9,91.15,-22.23,907.48,0,0
2014-05-20 19:00:00,19.36,18.46,382.93,411.37,93.45,-20.4,908.08,0,0
2014-05-20 20:00:00,20.37,19,397.51,410.86,78.6,-16.82,908.62,0,0.04
2014-05-20 21:00:00,20.29,19.14,396.62,410.75,75.8,-14.96,909.04,0,0
2014-05-20 22:00:00,19.9,18.83,401.69,411.24,76.85,-15.19,909.36,0,0
2014-05-20 23:00:00,19.63,18.73,398.75,408.53,78.27,-14.43,909.65,0,0
2014-05-21 00:00:00,19.13,18.43,394.52,405.4,81.97,-14.59,909.76,0,0
2014-05-21 01:00:00,18.7,18.05,392.77,405.93,85.33,-15.18,909.45,0,0
2014-05-21 02:00:00,18.42,17.8,388.96,402.74,85.8,-15.51,908.94,0,0
2014-05-21 03:00:00,18.34,17.69,390.25,402.74,87,-14.71,908.6,0,0
2014-05-21 04:00:00,18.3,17.69,390.77,402.77,88.43,-14.07,908.67,0,0
2014-05-21 05:00:00,18.27,17.66,392.6,402.8,90.13,-13.23,909.26,0,0.01
2014-05-21 06:00:00,18.15,17.66,395.78,403.32,92.73,-12.19,909.82,0,0.1
2014-05-21 07:00:00,17.83,17.54,421.38,408.73,96.62,-10.11,910.44,0.1,0.4
2014-05-21 08:00:00,18.4,18.32,493.55,422.19,96.7,-1.42,911.25,0,0.19
2014-05-21 09:00:00,19.77,20.23,651.07,458.42,92.08,17.25,911.48,0,0.14
2014-05-21 10:00:00,21.29,22.05,798.3,493.28,83.37,32.29,911.32,0,0.26
2014-05-21 11:00:00,22.25,23.01,878.79,513.48,77.18,37.47,910.71,0,0.32
2014-05-21 12:00:00,23.44,24.37,901.3,519.05,71.77,36.29,909.85,0,0.37
2014-05-21 13:00:00,24.36,25.5,1008.08,542.38,69.63,40.11,908.96,0,0.44
2014-05-21 14:00:00,25.35,26.95,1133.68,569.97,66.94,33.38,908.17,0,0.56
2014-05-21 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-05-21 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA
